generation,best_fitness,average_fitness,std_dev_fitness,mutation_rate,mutation_strength,best_weight_0,best_weight_1,best_weight_2,best_weight_3,best_weight_4,best_weight_5,best_weight_6
39,3418.67,1623.51,1089.73,0.1600,0.2200,-0.016370804477582705,-0.1179545787429766,-0.06427325720432413,0.07289414182927982,0.6236676673345299,0.2792394110047593,-0.602452060497558
40,3418.67,1803.09,1142.95,0.1500,0.2100,-0.016370804477582705,-0.1179545787429766,-0.06427325720432413,0.07289414182927982,0.6236676673345299,0.2792394110047593,-0.602452060497558
41,3418.67,2036.95,1192.64,0.1400,0.2000,-0.016370804477582705,-0.1179545787429766,-0.06427325720432413,0.07289414182927982,0.6236676673345299,0.2792394110047593,-0.602452060497558
42,3418.67,2278.77,1207.99,0.1300,0.1900,-0.016370804477582705,-0.1179545787429766,-0.06427325720432413,0.07289414182927982,0.6236676673345299,0.2792394110047593,-0.602452060497558
43,3418.67,2037.99,1201.35,0.1200,0.1800,-0.016370804477582705,-0.1179545787429766,-0.06427325720432413,0.07289414182927982,0.6236676673345299,0.2792394110047593,-0.602452060497558
44,3418.67,2197.15,1235.61,0.1100,0.1700,-0.016370804477582705,-0.1179545787429766,-0.06427325720432413,0.07289414182927982,0.6236676673345299,0.2792394110047593,-0.602452060497558
45,3418.67,1951.38,1236.49,0.1000,0.1600,-0.016370804477582705,-0.1179545787429766,-0.06427325720432413,0.07289414182927982,0.6236676673345299,0.2792394110047593,-0.602452060497558
46,3418.67,2280.62,1192.53,0.0900,0.1500,-0.016370804477582705,-0.1179545787429766,-0.06427325720432413,0.07289414182927982,0.6236676673345299,0.2792394110047593,-0.602452060497558
47,4476.33,2412.35,1183.75,0.0800,0.1400,-0.016370804477582705,-0.1179545787429766,-0.06427325720432413,0.14810604183157589,0.6236676673345299,0.2792394110047593,-0.602452060497558
48,4476.33,2423.74,1209.64,0.0700,0.1300,-0.016370804477582705,-0.1179545787429766,-0.06427325720432413,0.14810604183157589,0.6236676673345299,0.2792394110047593,-0.602452060497558
